replicate,spec,threshold,delta_vs_v0,delta_vs_v1r 
381,patient_aggregated_core,0.6,-9.604731664825117e-05,0.0010201249219859154
381,patient_aggregated_plus_prediction_instability,0.4,-0.0002227091901076117,0.0008934630485265549
381,patient_aggregated_plus_prediction_instability,0.5,-0.00042117630194198064,0.000694995936692186
381,patient_aggregated_plus_prediction_instability,0.6,-0.00036544470515251226,0.0007507275334816543
382,V0_reference,,0.0,0.004945079449816342
382,raw_V1R_reference,,-0.004945079449816342,0.0
382,patient_aggregated_core,0.4,-0.0011959273322632857,0.0037491521175530562
382,patient_aggregated_core,0.5,-0.0011280230231956734,0.0038170564266206686
382,patient_aggregated_core,0.6,-0.0010352340612146405,0.0039098453886017015
382,patient_aggregated_plus_prediction_instability,0.4,-0.0011341817242153107,0.0038108977256010312
382,patient_aggregated_plus_prediction_instability,0.5,-0.0011732855088643912,0.0037717939409519508
382,patient_aggregated_plus_prediction_instability,0.6,-0.0012056461770210414,0.0037394332727953006
383,V0_reference,,0.0,0.0011715791937360887
383,raw_V1R_reference,,-0.0011715791937360887,0.0
383,patient_aggregated_core,0.4,-0.000402962826132669,0.0007686163676034197
383,patient_aggregated_core,0.5,-0.0003331583291163731,0.0008384208646197155
383,patient_aggregated_core,0.6,-0.0004751040133566531,0.0006964751803794356
383,patient_aggregated_plus_prediction_instability,0.4,-0.00015027372152123797,0.0010213054722148507
383,patient_aggregated_plus_prediction_instability,0.5,-0.00034340201638929924,0.0008281771773467894
383,patient_aggregated_plus_prediction_instability,0.6,-0.0007346354455242399,0.0004369437482118488
384,V0_reference,,0.0,0.0013992782779016777
384,raw_V1R_reference,,-0.0013992782779016777,0.0
384,patient_aggregated_core,0.4,0.0003927173847828591,0.0017919956626845368
384,patient_aggregated_core,0.5,0.00034797916191112166,0.0017472574398127994
384,patient_aggregated_core,0.6,0.0005382861052650456,0.0019375643831667233
384,patient_aggregated_plus_prediction_instability,0.4,0.0004396450087000847,0.0018389232866017624
384,patient_aggregated_plus_prediction_instability,0.5,0.0003766117209560993,0.001775889998857777
384,patient_aggregated_plus_prediction_instability,0.6,0.00021728022150438453,0.0016165584994060622
385,V0_reference,,0.0,-3.0113971681483553e-05
385,raw_V1R_reference,,3.0113971681483553e-05,0.0
385,patient_aggregated_core,0.4,-0.0010886352494278023,-0.0011187492211092859
385,patient_aggregated_core,0.5,-0.0011333164421905434,-0.001163430413872027
385,patient_aggregated_core,0.6,-0.0010902155634663901,-0.0011203295351478737
385,patient_aggregated_plus_prediction_instability,0.4,-0.000968117131355889,-0.0009982311030373725
385,patient_aggregated_plus_prediction_instability,0.5,-0.0010908968945172043,-0.0011210108661986878
385,patient_aggregated_plus_prediction_instability,0.6,-0.0013328485462485856,-0.0013629625179300692
386,V0_reference,,0.0,0.0010140306761705908
386,raw_V1R_reference,,-0.0010140306761705908,0.0
386,patient_aggregated_core,0.4,-0.0005578693980806404,0.00045616127808995044
386,patient_aggregated_core,0.5,-0.0005298908087134901,0.0004841398674571007
386,patient_aggregated_core,0.6,-0.0005601539169596825,0.0004538767592109083
386,patient_aggregated_plus_prediction_instability,0.4,-0.00043779777928179553,0.0005762328968887953
386,patient_aggregated_plus_prediction_instability,0.5,-0.00046036966036841487,0.000553661015802176
386,patient_aggregated_plus_prediction_instability,0.6,-0.0006522185513016809,0.0003618121248689099
387,V0_reference,,0.0,0.002719723988776651
387,raw_V1R_reference,,-0.002719723988776651,0.0
387,patient_aggregated_core,0.4,-0.0006349461526306277,0.0020847778361460234
387,patient_aggregated_core,0.5,-0.0007719790766441137,0.0019477449121325374
387,patient_aggregated_core,0.6,-0.000796737412114501,0.0019229865766621501
387,patient_aggregated_plus_prediction_instability,0.4,-0.0007542917279450001,0.001965432260831651
387,patient_aggregated_plus_prediction_instability,0.5,-0.0007904101234160743,0.0019293138653605768
387,patient_aggregated_plus_prediction_instability,0.6,-0.001024514110134045,0.0016952098786426062
388,V0_reference,,0.0,-3.279902963410075e-05
388,raw_V1R_reference,,3.279902963410075e-05,0.0
388,patient_aggregated_core,0.4,0.0010628308576007273,0.0010300318279666265
388,patient_aggregated_core,0.5,0.0010990141187245395,0.0010662150890904387
388,patient_aggregated_core,0.6,0.001023786445298297,0.0009909874156641962
388,patient_aggregated_plus_prediction_instability,0.4,0.0012051238630028382,0.0011723248333687375
388,patient_aggregated_plus_prediction_instability,0.5,0.0011314356743354903,0.0010986366447013896
388,patient_aggregated_plus_prediction_instability,0.6,0.000993684273001949,0.0009608852433678483
389,V0_reference,,0.0,0.003769707544891379
389,raw_V1R_reference,,-0.003769707544891379,0.0
389,patient_aggregated_core,0.4,-0.0006644270554339582,0.003105280489457421
389,patient_aggregated_core,0.5,-0.0007540404924677724,0.0030156670524236068
389,patient_aggregated_core,0.6,-0.0008634280216525958,0.0029062795232387834
389,patient_aggregated_plus_prediction_instability,0.4,-0.00058710736336684,0.003182600181524539
389,patient_aggregated_plus_prediction_instability,0.5,-0.0007790587272200333,0.002990648817671346
389,patient_aggregated_plus_prediction_instability,0.6,-0.0009517556656497284,0.002817951879241651
390,V0_reference,,0.0,-0.00038132882663365064
390,raw_V1R_reference,,0.00038132882663365064,0.0
390,patient_aggregated_core,0.4,-0.00042310706431263057,-0.0008044358909462812
390,patient_aggregated_core,0.5,-0.00034396736299779906,-0.0007252961896314497
390,patient_aggregated_core,0.6,-0.00033725859264706337,-0.000718587419280714
390,patient_aggregated_plus_prediction_instability,0.4,-0.00016293939048826755,-0.0005442682171219182
390,patient_aggregated_plus_prediction_instability,0.5,-0.00038126945007746493,-0.0007625982767111156
390,patient_aggregated_plus_prediction_instability,0.6,-0.000530719567317206,-0.0009120483939508567
391,V0_reference,,0.0,-0.0007904756691737569
391,raw_V1R_reference,,0.0007904756691737569,0.0
391,patient_aggregated_core,0.4,0.0006101337757005998,-0.0001803418934731571
391,patient_aggregated_core,0.5,0.0006499500586656659,-0.00014052561050809098
391,patient_aggregated_core,0.6,0.0007169611216302219,-7.351454754353504e-05
391,patient_aggregated_plus_prediction_instability,0.4,0.0007887552129296205,-1.7204562441364146e-06
391,patient_aggregated_plus_prediction_instability,0.5,0.0005844448237855293,-0.00020603084538822758
391,patient_aggregated_plus_prediction_instability,0.6,0.0006800981141973639,-0.00011037755497639301
392,V0_reference,,0.0,0.0007271283972962034
392,raw_V1R_reference,,-0.0007271283972962034,0.0
392,patient_aggregated_core,0.4,0.00023378919339478443,0.0009609175906909878
392,patient_aggregated_core,0.5,0.000214017219153248,0.0009411456164494514
392,patient_aggregated_core,0.6,0.00032822296670705076,0.0010553513640032541
392,patient_aggregated_plus_prediction_instability,0.4,0.000288834085927947,0.0010159624832241504
392,patient_aggregated_plus_prediction_instability,0.5,0.0002880410710559278,0.0010151694683521312
392,patient_aggregated_plus_prediction_instability,0.6,0.00012218680295839057,0.000849315200254594
393,V0_reference,,0.0,0.004236268349568695
393,raw_V1R_reference,,-0.004236268349568695,0.0
393,patient_aggregated_core,0.4,-0.0007243912443842815,0.0035118771051844133
393,patient_aggregated_core,0.5,-0.0006853247986580713,0.0035509435509106235
393,patient_aggregated_core,0.6,-0.000416424328774187,0.003819844020794508
393,patient_aggregated_plus_prediction_instability,0.4,-0.00034863695449526,0.003887631395073435
393,patient_aggregated_plus_prediction_instability,0.5,-0.0006160628833279114,0.0036202054662407834
393,patient_aggregated_plus_prediction_instability,0.6,-0.000632941058104422,0.0036033272914642728
394,V0_reference,,0.0,0.0014390707850302498
394,raw_V1R_reference,,-0.0014390707850302498,0.0
394,patient_aggregated_core,0.4,0.00016087786286177186,0.0015999486478920216
394,patient_aggregated_core,0.5,0.00014318757634318446,0.0015822583613734342
394,patient_aggregated_core,0.6,0.00031812727035787636,0.0017571980553881261
394,patient_aggregated_plus_prediction_instability,0.4,0.00033976958673415103,0.0017788403717644008
394,patient_aggregated_plus_prediction_instability,0.5,0.00010013219282360708,0.0015392029778538568
394,patient_aggregated_plus_prediction_instability,0.6,6.140873510225575e-05,0.0015004795201325055
395,V0_reference,,0.0,0.001046378416037802
395,raw_V1R_reference,,-0.001046378416037802,0.0
395,patient_aggregated_core,0.4,-6.42231828517359e-05,0.0009821552331860661
395,patient_aggregated_core,0.5,-0.0002905384206982886,0.0007558399953395134
395,patient_aggregated_core,0.6,-0.00023645614856872277,0.0008099222674690792
395,patient_aggregated_plus_prediction_instability,0.4,-0.00014975738823606866,0.0008966210278017334
395,patient_aggregated_plus_prediction_instability,0.5,-0.0004069218277688996,0.0006394565882689024
395,patient_aggregated_plus_prediction_instability,0.6,-0.00031804873087006025,0.0007283296851677418
396,V0_reference,,0.0,0.0038841773610908126
396,raw_V1R_reference,,-0.0038841773610908126,0.0
396,patient_aggregated_core,0.4,-0.0008753895516074306,0.003008787809483382
396,patient_aggregated_core,0.5,-0.0008322031682030939,0.0030519741928877187
396,patient_aggregated_core,0.6,-0.0007496261145411576,0.003134551246549655
396,patient_aggregated_plus_prediction_instability,0.4,-0.0006247580165575917,0.003259419344533221
396,patient_aggregated_plus_prediction_instability,0.5,-0.0008491082925761173,0.0030350690685146953
396,patient_aggregated_plus_prediction_instability,0.6,-0.0008536387550573121,0.0030305386060335004
397,V0_reference,,0.0,0.0013546559371139244
397,raw_V1R_reference,,-0.0013546559371139244,0.0
397,patient_aggregated_core,0.4,-0.0015163498377439993,-0.00016169390063007494
397,patient_aggregated_core,0.5,-0.0016121161647911914,-0.00025746022767726695
397,patient_aggregated_core,0.6,-0.0015891413161349816,-0.00023448537902105715
397,patient_aggregated_plus_prediction_instability,0.4,-0.001302271679321912,5.23842577920125e-05
397,patient_aggregated_plus_prediction_instability,0.5,-0.0014997259135356433,-0.00014506997642171893
397,patient_aggregated_plus_prediction_instability,0.6,-0.0015672767225485135,-0.00021262078543458907
398,V0_reference,,0.0,0.0006875999885242456
398,raw_V1R_reference,,-0.0006875999885242456,0.0
398,patient_aggregated_core,0.4,0.0006778212020790431,0.0013654211906032887
398,patient_aggregated_core,0.5,0.0008164849459544321,0.0015040849344786777
398,patient_aggregated_core,0.6,0.0008365051662139467,0.0015241051547381923
398,patient_aggregated_plus_prediction_instability,0.4,0.0008933810642215434,0.001580981052745789
398,patient_aggregated_plus_prediction_instability,0.5,0.0006943042929378196,0.0013819042814620652
398,patient_aggregated_plus_prediction_instability,0.6,0.0005867889030911899,0.0012743888916154356
399,V0_reference,,0.0,0.0025180374917862375
399,raw_V1R_reference,,-0.0025180374917862375,0.0
399,patient_aggregated_core,0.4,0.00018511938322920973,0.002703156875015447
399,patient_aggregated_core,0.5,0.00014828017225365642,0.002666317664039894
399,patient_aggregated_core,0.6,0.0004171447568984826,0.00293518224868472
399,patient_aggregated_plus_prediction_instability,0.4,0.00038919711139157043,0.002907234603177808
399,patient_aggregated_plus_prediction_instability,0.5,0.0002442459926816354,0.002762283484467873
399,patient_aggregated_plus_prediction_instability,0.6,0.0001819149283139032,0.0026999524201001407
400,V0_reference,,0.0,0.001975081325141792
400,raw_V1R_reference,,-0.001975081325141792,0.0
400,patient_aggregated_core,0.4,0.00011083731723901535,0.0020859186423808074
400,patient_aggregated_core,0.5,3.246278560450899e-05,0.002007544110746301
400,patient_aggregated_core,0.6,7.171792633144103e-05,0.002046799251473233
400,patient_aggregated_plus_prediction_instability,0.4,0.00010839326055690768,0.0020834745856986997
400,patient_aggregated_plus_prediction_instability,0.5,3.392115412458041e-05,0.0020090024792663724
400,patient_aggregated_plus_prediction_instability,0.6,-6.522270736340763e-05,0.0019098586177783844
401,V0_reference,,0.0,0.002295195752029605
401,raw_V1R_reference,,-0.002295195752029605,0.0
401,patient_aggregated_core,0.4,-0.000794306723529481,0.0015008890285001242
401,patient_aggregated_core,0.5,-0.0008380433005130972,0.001457152451516508
401,patient_aggregated_core,0.6,-0.0007033610120262129,0.0015918347400033922
401,patient_aggregated_plus_prediction_instability,0.4,-0.0006427995467273989,0.0016523962053022062
401,patient_aggregated_plus_prediction_instability,0.5,-0.0007270979610477374,0.0015680977909818677
401,patient_aggregated_plus_prediction_instability,0.6,-0.0009195810404475369,0.0013756147115820683
402,V0_reference,,0.0,0.0008757136758814066
402,raw_V1R_reference,,-0.0008757136758814066,0.0
402,patient_aggregated_core,0.4,-0.0007785167987556796,9.7196877125727e-05
402,patient_aggregated_core,0.5,-0.0008399449438828144,3.576873199859221e-05
402,patient_aggregated_core,0.6,-0.0006281744539682194,0.0002475392219131872
402,patient_aggregated_plus_prediction_instability,0.4,-0.0006239113587358514,0.00025180231714555523
402,patient_aggregated_plus_prediction_instability,0.5,-0.0008388018226591631,3.691185322224344e-05
402,patient_aggregated_plus_prediction_instability,0.6,-0.0008866780656065082,-1.0964389725101609e-05
403,V0_reference,,0.0,0.0011738768695273155
403,raw_V1R_reference,,-0.0011738768695273155,0.0
403,patient_aggregated_core,0.4,-2.7149885938188012e-05,0.0011467269835891275
403,patient_aggregated_core,0.5,-8.31424917207002e-05,0.0010907343778066153
403,patient_aggregated_core,0.6,3.349166753564836e-05,0.0012073685370629639
403,patient_aggregated_plus_prediction_instability,0.4,0.00011676552942403717,0.0012906423989513527
403,patient_aggregated_plus_prediction_instability,0.5,-0.0001313563125133893,0.0010425205570139262
403,patient_aggregated_plus_prediction_instability,0.6,-1.4267273461113228e-05,0.0011596095960662023
404,V0_reference,,0.0,0.00015732599128420732
404,raw_V1R_reference,,-0.00015732599128420732,0.0
404,patient_aggregated_core,0.4,0.0009153090982285672,0.0010726350895127745
404,patient_aggregated_core,0.5,0.0009261942350538843,0.0010835202263380916
404,patient_aggregated_core,0.6,0.0008563483181571463,0.0010136743094413536
404,patient_aggregated_plus_prediction_instability,0.4,0.0009422042612209636,0.0010995302525051709
