study,model,seed,n,events,ipcw_evaluable_weight,ipcw_brier,harrell_c,uno_c,auc_horizon,calibration_in_the_large,calibration_slope,mean_predicted_risk
RADCURE,B2,71,303.0,119.0,302.74654266925387,0.1430753832166621,0.7328296184359653,0.7356581182294516,0.7608816899788455,-0.021670364531443744,1.7311663775167627,0.20834213671290994
RADCURE,B2,101,303.0,119.0,302.74654266925387,0.1430753832166621,0.7328296184359653,0.7356581182294516,0.7608816899788455,-0.021670364531443744,1.7311663775167627,0.20834213671290994
RADCURE,B3,17,303.0,119.0,302.74654266925387,0.13764431805152727,0.7537211938043068,0.771943596569737,0.7992441164630704,0.04266960393572543,1.6334309361888577,0.19842462333039476
RADCURE,B3,29,303.0,119.0,302.74654266925387,0.1377128820088152,0.7517567057045712,0.7707571234569579,0.7976318743761076,0.054963085932637275,1.6024453053565186,0.19663345422244444
RADCURE,B3,43,303.0,119.0,302.74654266925387,0.13781881501219762,0.7528522856063468,0.769809190592432,0.7981718402944746,0.037373287091794063,1.6927831804875242,0.19919579718109479
RADCURE,B3,71,303.0,119.0,302.74654266925387,0.13829129717799185,0.7525878352852285,0.7697981675039034,0.795815385096889,0.04593610174834287,1.5934262359752394,0.19796557447370391
RADCURE,B3,101,303.0,119.0,302.74654266925387,0.13867364016458603,0.7514166981488477,0.7674916386061874,0.7937360471194088,0.054468578038410084,1.5927259845717936,0.1966909897031683
RADCURE,M0,17,303.0,119.0,302.74654266925387,0.16256150443319659,0.563883641858708,0.5804824113810798,0.5931695037111981,-0.015480870328188097,25.583015765242372,0.20756038269800486
RADCURE,M0,29,303.0,119.0,302.74654266925387,0.16256150443319659,0.563883641858708,0.5804824113810798,0.5931695037111981,-0.015480870328188097,25.583015765242372,0.20756038269800486
RADCURE,M0,43,303.0,119.0,302.74654266925387,0.16256150443319659,0.563883641858708,0.5804824113810798,0.5931695037111981,-0.015480870328188097,25.583015765242372,0.20756038269800486
